Date,AC power(kW),AC Voltage(V),AC Current(I),DC power(kW),DC Voltage(V),DC Current(I)
2015-10-01 7:00,0.1,218.3,0.7,0.1,481.3,0.4
2015-10-01 8:00,0.5,216.2,2.6,0.5,536.2,1.1
2015-10-01 9:00,1.1,216.7,5.2,1.1,546.8,2
2015-10-01 10:00,0.5,216.5,2.7,0.6,527.6,1.1
2015-10-01 11:00,0.7,216.5,3.6,0.8,541.3,1.4
2015-10-01 12:00,1.1,217.7,5.1,1.1,549.1,2
2015-10-01 13:00,0.8,214.9,3.7,0.8,531.6,1.6
2015-10-01 14:00,0.8,215.7,4,0.9,535.5,1.6
2015-10-01 15:00,0.8,216.7,4,0.9,539.7,1.6
2015-10-01 16:00,0.5,217.3,2.3,0.5,508.3,1
2015-10-01 17:00,0,218.1,0.2,0,528.8,0.1
2015-10-01 18:00,0,218.1,0.2,0,528.8,0.1
2015-10-01 19:00,0,218.1,0.2,0,528.8,0.1
2015-10-01 20:00,0,218.1,0.2,0,528.8,0.1
2015-10-01 21:00,0,218.1,0.2,0,528.8,0.1
2015-10-01 22:00,0,218.1,0.2,0,528.8,0.1
2015-10-01 23:00,0,218.1,0.2,0,528.8,0.1
2015-10-02 0:00,0,218.1,0.2,0,528.8,0.1
2015-10-02 1:00,0,218.1,0.2,0,528.8,0.1
2015-10-02 2:00,0,218.1,0.2,0,528.8,0.1
2015-10-02 3:00,0,218.1,0.2,0,528.8,0.1
2015-10-02 4:00,0,218.1,0.2,0,528.8,0.1
2015-10-02 5:00,0,218.1,0.2,0,528.8,0.1
2015-10-02 6:00,0.6,215.9,2.8,0.6,573.6,1.1
2015-10-02 7:00,3.3,218.3,15.2,3.4,611.8,5.6
2015-10-02 8:00,7.9,218.9,36.2,8.1,587.7,13.9
2015-10-02 9:00,12.1,219.8,55.1,12.4,555.3,22.4
2015-10-02 10:00,15,219.9,68.5,15.4,541.8,28.6
2015-10-02 11:00,16.5,221.5,74.6,16.9,527.5,32.3
2015-10-02 12:00,16.7,222.6,75.1,17.1,514.7,33.4
2015-10-02 13:00,16,222.4,72.2,16.5,521.9,31.6
2015-10-02 14:00,14.2,221.3,64.5,14.6,532.3,27.4
2015-10-02 15:00,11,220.6,50,11.3,540.5,20.9
2015-10-02 16:00,6.7,219.5,30.7,6.9,552.8,12.5
2015-10-02 17:00,1.8,218.8,8.2,1.8,514.7,3.5
2015-10-02 18:00,0,217.4,0.1,0,472.4,0.1
2015-10-02 19:00,0,217.4,0.1,0,472.4,0.1
2015-10-02 20:00,0,217.4,0.1,0,472.4,0.1
2015-10-02 21:00,0,217.4,0.1,0,472.4,0.1
2015-10-02 22:00,0,217.4,0.1,0,472.4,0.1
2015-10-02 23:00,0,217.4,0.1,0,472.4,0.1
2015-10-03 0:00,0,217.4,0.1,0,472.4,0.1
2015-10-03 1:00,0,217.4,0.1,0,472.4,0.1
2015-10-03 2:00,0,217.4,0.1,0,472.4,0.1
2015-10-03 3:00,0,217.4,0.1,0,472.4,0.1
2015-10-03 4:00,0,217.4,0.1,0,472.4,0.1
2015-10-03 5:00,0,217.4,0.1,0,472.4,0.1
2015-10-03 6:00,0.1,220,0.5,0.1,489.5,0.3
2015-10-03 7:00,0.5,218.2,2.6,0.6,551.8,1.1
2015-10-03 8:00,2.5,218,11.6,2.6,585.5,4.5
2015-10-03 9:00,6.7,219.9,30.5,6.7,582.2,11.6
2015-10-03 10:00,12.5,221.8,57,13.1,533.4,24.7
2015-10-03 11:00,13.1,221.9,58.1,13.2,525,25.5
2015-10-03 12:00,11,222.5,47.9,10.7,513.3,20.3
2015-10-03 13:00,14.6,222,66.1,15,524.8,28.7
2015-10-03 14:00,10.2,220.6,46.5,10.6,541,19.6
2015-10-03 15:00,8.7,220.3,39.9,9,544.2,16.5
2015-10-03 16:00,4,218.8,18.3,4.1,548,7.5
2015-10-03 17:00,1.1,219,5,1.1,535.9,2.1
2015-10-03 18:00,0,219.9,0.2,0,449.6,0.1
2015-10-03 19:00,0,219.9,0.2,0,449.6,0.1
2015-10-03 20:00,0,219.9,0.2,0,449.6,0.1
2015-10-03 21:00,0,219.9,0.2,0,449.6,0.1
2015-10-03 22:00,0,219.9,0.2,0,449.6,0.1
2015-10-03 23:00,0,219.9,0.2,0,449.6,0.1
2015-10-04 0:00,0,219.9,0.2,0,449.6,0.1
2015-10-04 1:00,0,219.9,0.2,0,449.6,0.1
2015-10-04 2:00,0,219.9,0.2,0,449.6,0.1
2015-10-04 3:00,0,219.9,0.2,0,449.6,0.1
2015-10-04 4:00,0,219.9,0.2,0,449.6,0.1
2015-10-04 5:00,0,219.9,0.2,0,449.6,0.1
2015-10-04 6:00,0.3,220.6,1.7,0.4,543.5,0.8
2015-10-04 7:00,1.5,220.4,7,1.6,574.3,2.8
2015-10-04 8:00,4.9,221.9,22.1,5,584.3,8.6
2015-10-04 9:00,11.9,223.9,53.6,12.2,555.4,22.1
2015-10-04 10:00,13.5,223.6,60.4,13.8,543.3,25.6
2015-10-04 11:00,16.1,224.4,71.8,16.5,515.3,32
2015-10-04 12:00,16.6,224.9,74,17.1,510.7,33.5
2015-10-04 13:00,13,221.7,59.2,13.2,539.4,24.3
2015-10-04 14:00,7.2,219.4,32.7,7.3,555.6,13.4
2015-10-04 15:00,4.2,218.8,19.2,4.3,557.8,7.8
2015-10-04 16:00,2.6,218.7,11.9,2.7,556.1,4.8
2015-10-04 17:00,0.8,218.2,3.9,0.9,537.9,1.6
2015-10-04 18:00,0,218.4,0.1,0,424.7,0.1
2015-10-04 19:00,0,218.4,0.1,0,424.7,0.1
2015-10-04 20:00,0,218.4,0.1,0,424.7,0.1
2015-10-04 21:00,0,218.4,0.1,0,424.7,0.1
2015-10-04 22:00,0,218.4,0.1,0,424.7,0.1
2015-10-04 23:00,0,218.4,0.1,0,424.7,0.1
2015-10-05 0:00,0,218.4,0.1,0,424.7,0.1
2015-10-05 1:00,0,218.4,0.1,0,424.7,0.1
2015-10-05 2:00,0,218.4,0.1,0,424.7,0.1
2015-10-05 3:00,0,218.4,0.1,0,424.7,0.1
2015-10-05 4:00,0,218.4,0.1,0,424.7,0.1
2015-10-05 5:00,0,218.4,0.1,0,424.7,0.1
2015-10-05 6:00,0,218.7,0,0,401.5,0
2015-10-05 7:00,0.8,219,4,0.9,557.3,1.5
2015-10-05 8:00,5.6,221,25.5,5.8,586.8,9.9
2015-10-05 9:00,11.4,223.5,51.3,11.7,549.3,21.3
2015-10-05 10:00,14,222.1,63.4,14.4,527.2,27.4
2015-10-05 11:00,15.4,222.4,69.3,15.8,511.5,31
2015-10-05 12:00,15.7,223.7,70.3,16.1,505.3,32.1
2015-10-05 13:00,15,222.9,67.4,15.4,506.5,30.6
2015-10-05 14:00,13.2,222.7,59.3,13.5,519,26.2
2015-10-05 15:00,9.9,221.3,45,10.2,529.1,19.3
2015-10-05 16:00,5.7,219.7,26,5.8,537.8,11
2015-10-05 17:00,1.3,218.4,6.2,1.4,507.8,2.8
2015-10-05 18:00,0,218.1,0.2,0,485.5,0.1
2015-10-05 19:00,0,218.1,0.2,0,485.5,0.1
2015-10-05 20:00,0,218.1,0.2,0,485.5,0.1
2015-10-05 21:00,0,218.1,0.2,0,485.5,0.1
2015-10-05 22:00,0,218.1,0.2,0,485.5,0.1
2015-10-05 23:00,0,218.1,0.2,0,485.5,0.1
2015-10-06 0:00,0,218.1,0.2,0,485.5,0.1
2015-10-06 1:00,0,218.1,0.2,0,485.5,0.1
2015-10-06 2:00,0,218.1,0.2,0,485.5,0.1
2015-10-06 3:00,0,218.1,0.2,0,485.5,0.1
2015-10-06 4:00,0,218.1,0.2,0,485.5,0.1
2015-10-06 5:00,0,218.1,0.2,0,485.5,0.1
2015-10-06 6:00,0,219.5,0.3,0,418.4,0.1
2015-10-06 7:00,0.8,219.2,3.7,0.8,565.4,1.5
2015-10-06 8:00,2.7,220.3,12.7,2.8,587.8,4.8
2015-10-06 9:00,11.3,223.2,51,11.7,578.5,20.3
2015-10-06 10:00,14.1,221.8,63.6,14.5,532,27.2
2015-10-06 11:00,15.6,222.5,70.1,16,513.6,31.1
2015-10-06 12:00,15.9,221.6,71.8,16.3,506.4,32.4
2015-10-06 13:00,15.3,222.3,68.8,15.7,509.3,30.8
2015-10-06 14:00,13.4,222.6,60.1,13.7,515.7,26.6
2015-10-06 15:00,10.3,221.7,46.6,10.6,528.2,20
2015-10-06 16:00,6.2,219.7,28.3,6.3,539,11.8
2015-10-06 17:00,1.5,219.5,7.1,1.6,513.1,3.1
2015-10-06 18:00,0,218.1,0.2,0,500.9,0.1
2015-10-06 19:00,0,218.1,0.2,0,500.9,0.1
2015-10-06 20:00,0,218.1,0.2,0,500.9,0.1
2015-10-06 21:00,0,218.1,0.2,0,500.9,0.1
2015-10-06 22:00,0,218.1,0.2,0,500.9,0.1
2015-10-06 23:00,0,218.1,0.2,0,500.9,0.1
2015-10-07 0:00,0,218.1,0.2,0,500.9,0.1
2015-10-07 1:00,0,218.1,0.2,0,500.9,0.1
2015-10-07 2:00,0,218.1,0.2,0,500.9,0.1
2015-10-07 3:00,0,218.1,0.2,0,500.9,0.1
2015-10-07 4:00,0,218.1,0.2,0,500.9,0.1
2015-10-07 5:00,0,218.1,0.2,0,500.9,0.1
2015-10-07 6:00,0.1,217.9,0.6,0.1,534.9,0.2
2015-10-07 7:00,0.8,219.5,3.6,0.8,564.9,1.5
2015-10-07 8:00,2.4,219.9,11.1,2.5,586.6,4.3
2015-10-07 9:00,6.6,221.2,30.2,6.8,582.6,11.8
2015-10-07 10:00,13.6,223.9,59.4,13.6,538.9,25.4
2015-10-07 11:00,12.8,222.8,57.8,13.2,526.9,25.2
2015-10-07 12:00,13.3,221.7,60,13.6,508.2,26.8
2015-10-07 13:00,12.2,221.5,55.3,12.6,525.8,24.2
2015-10-07 14:00,6,219.5,27.1,6.1,547.5,11.4
2015-10-07 15:00,3,218.8,14.1,3.2,556.8,5.7
2015-10-07 16:00,2.7,219.4,12,2.7,552.3,5
2015-10-07 17:00,0.4,219.5,2,0.5,513.1,0.9
2015-10-07 18:00,0,218.1,0,0,347.7,0
2015-10-07 19:00,0,218.1,0,0,347.7,0
2015-10-07 20:00,0,218.1,0,0,347.7,0
2015-10-07 21:00,0,218.1,0,0,347.7,0
2015-10-07 22:00,0,218.1,0,0,347.7,0
2015-10-07 23:00,0,218.1,0,0,347.7,0
2015-10-08 0:00,0,218.1,0,0,347.7,0
2015-10-08 1:00,0,218.1,0,0,347.7,0
2015-10-08 2:00,0,218.1,0,0,347.7,0
2015-10-08 3:00,0,218.1,0,0,347.7,0
2015-10-08 4:00,0,218.1,0,0,347.7,0
2015-10-08 5:00,0,218.1,0,0,347.7,0
2015-10-08 6:00,0,219.3,0,0,433.9,0
2015-10-08 7:00,0.4,219.2,2,0.4,558.3,0.8
2015-10-08 8:00,1.3,217.9,6.4,1.4,568,2.5
2015-10-08 9:00,4.9,219.4,22.5,5,582,8.7
2015-10-08 10:00,4.5,220.1,20.6,4.6,568.1,8.2
2015-10-08 11:00,13.1,222.2,59.7,13.6,537.1,25.8
2015-10-08 12:00,10.5,220.6,47.9,11,531.8,21.2
2015-10-08 13:00,8.7,219.5,39.5,8.9,537,16.9
2015-10-08 14:00,10.7,219.1,48.7,10.9,537.9,20.1
2015-10-08 15:00,8.4,218.5,38.5,8.6,545.4,15.8
2015-10-08 16:00,4.8,219.3,22,4.9,549.9,9
2015-10-08 17:00,1,220.4,4.7,1,517.8,2
2015-10-08 18:00,0,217.9,0,0,448.8,0
2015-10-08 19:00,0,217.9,0,0,448.8,0
2015-10-08 20:00,0,217.9,0,0,448.8,0
2015-10-08 21:00,0,217.9,0,0,448.8,0
2015-10-08 22:00,0,217.9,0,0,448.8,0
2015-10-08 23:00,0,217.9,0,0,448.8,0
2015-10-09 0:00,0,217.9,0,0,448.8,0
2015-10-09 1:00,0,217.9,0,0,448.8,0
2015-10-09 2:00,0,217.9,0,0,448.8,0
2015-10-09 3:00,0,217.9,0,0,448.8,0
2015-10-09 4:00,0,217.9,0,0,448.8,0
2015-10-09 5:00,0,217.9,0,0,448.8,0
2015-10-09 6:00,0,216.8,0.3,0,408.8,0.1
2015-10-09 7:00,0.8,218.5,3.8,0.8,562.4,1.5
2015-10-09 8:00,4.7,218.8,21.4,4.8,584,8.2
2015-10-09 9:00,8.2,221.6,36.8,8.8,554.9,15
2015-10-09 10:00,12,222.9,53.4,12,557.3,21.1
2015-10-09 11:00,15.1,223.5,67.9,15.6,537.3,29.1
2015-10-09 12:00,16.9,224.3,75.6,17.4,528.2,33.3
2015-10-09 13:00,16.2,221.6,73.3,16.7,534,31.1
2015-10-09 14:00,13.9,221.3,63,14.3,543.2,26.3
2015-10-09 15:00,10.8,220.6,49.1,11.1,552.8,20
2015-10-09 16:00,6.3,218.8,28.7,6.4,561,11.5
2015-10-09 17:00,1.5,218.5,7,1.6,529.7,3
2015-10-09 18:00,0,218.7,0.1,0,481.1,0.1
2015-10-09 19:00,0,218.7,0.1,0,481.1,0.1
2015-10-09 20:00,0,218.7,0.1,0,481.1,0.1
2015-10-09 21:00,0,218.7,0.1,0,481.1,0.1
2015-10-09 22:00,0,218.7,0.1,0,481.1,0.1
2015-10-09 23:00,0,218.7,0.1,0,481.1,0.1
2015-10-10 0:00,0,218.7,0.1,0,481.1,0.1
2015-10-10 1:00,0,218.7,0.1,0,481.1,0.1
2015-10-10 2:00,0,218.7,0.1,0,481.1,0.1
2015-10-10 3:00,0,218.7,0.1,0,481.1,0.1
2015-10-10 4:00,0,218.7,0.1,0,481.1,0.1
2015-10-10 5:00,0,218.7,0.1,0,481.1,0.1
2015-10-10 6:00,0,218.7,0.1,0,481.1,0.1
2015-10-10 7:00,0.6,219.1,2.9,0.6,552.5,1.2
2015-10-10 8:00,2.3,220.6,10.8,2.4,593.5,4.1
2015-10-10 9:00,9.1,221.8,41,9.3,580.8,16.1
2015-10-10 10:00,14.1,222.3,63.6,14.5,536.1,27.1
2015-10-10 11:00,13.8,221.8,62.6,14.4,521.2,27.8
2015-10-10 12:00,12.9,224.5,59.1,14,537.5,25.7
2015-10-10 13:00,5.3,219.9,24.1,5.5,550.1,9.4
2015-10-10 14:00,12.9,222.5,58.4,13.3,535.3,24.9
2015-10-10 15:00,6.8,219.8,30.9,7,548.1,12.7
2015-10-10 16:00,1.7,218.3,8.1,1.8,548.6,3.3
2015-10-10 17:00,0.6,218.8,3,0.7,531.3,1.3
2015-10-10 18:00,0,219,0,0,444,0
2015-10-10 19:00,0,219,0,0,444,0
2015-10-10 20:00,0,219,0,0,444,0
2015-10-10 21:00,0,219,0,0,444,0
2015-10-10 22:00,0,219,0,0,444,0
2015-10-10 23:00,0,219,0,0,444,0
2015-10-11 0:00,0,219,0,0,444,0
2015-10-11 1:00,0,219,0,0,444,0
2015-10-11 2:00,0,219,0,0,444,0
2015-10-11 3:00,0,219,0,0,444,0
2015-10-11 4:00,0,219,0,0,444,0
2015-10-11 5:00,0,219,0,0,444,0
2015-10-11 6:00,0.2,218.3,0.9,0.2,535.8,0.4
2015-10-11 7:00,2.4,219.4,11.2,2.5,600.4,4.2
2015-10-11 8:00,5.6,220.5,25.3,5.7,587.8,9.9
2015-10-11 9:00,10.2,221.7,46.6,10.6,562.7,18.9
2015-10-11 10:00,13,221.3,59.1,13.4,559.9,24
2015-10-11 11:00,3.9,217.9,19.4,4,574.8,6.8
2015-10-11 12:00,4.7,219,21.2,4.8,573.9,7.9
2015-10-11 13:00,10.1,219.9,45.5,10.3,569.7,18.3
2015-10-11 14:00,8.1,219.6,37,8.4,571.6,14.5
2015-10-11 15:00,2.8,218.9,12.9,2.9,574,5.3
2015-10-11 16:00,1.6,219.8,7.4,1.6,566.8,2.8
2015-10-11 17:00,0.4,218.8,2.1,0.5,544.1,0.9
2015-10-11 18:00,0,218.2,0,0,400.5,0
2015-10-11 19:00,0,218.2,0,0,400.5,0
2015-10-11 20:00,0,218.2,0,0,400.5,0
2015-10-11 21:00,0,218.2,0,0,400.5,0
2015-10-11 22:00,0,218.2,0,0,400.5,0
2015-10-11 23:00,0,218.2,0,0,400.5,0
2015-10-12 0:00,0,218.2,0,0,400.5,0
2015-10-12 1:00,0,218.2,0,0,400.5,0
2015-10-12 2:00,0,218.2,0,0,400.5,0
2015-10-12 3:00,0,218.2,0,0,400.5,0
2015-10-12 4:00,0,218.2,0,0,400.5,0
2015-10-12 5:00,0,218.2,0,0,400.5,0
2015-10-12 6:00,0,219.6,0.1,0,512,0.1
2015-10-12 7:00,0.7,217.6,3.5,0.8,570.6,1.4
2015-10-12 8:00,1.1,217.5,5.4,1.2,570,2.1
2015-10-12 9:00,8.5,221.4,38.6,8.8,568.6,15.5
2015-10-12 10:00,7.3,220.6,33.1,7.5,578.7,12.8
2015-10-12 11:00,11.4,222.3,54.1,13.4,562.2,25.3
2015-10-12 12:00,9.6,221.5,43.1,9.8,559.8,18.2
2015-10-12 13:00,13.4,220.8,60.2,13.5,520.2,24.7
2015-10-12 14:00,12.4,220.1,57.2,13,570.3,22.7
2015-10-12 15:00,6.9,218.3,31.5,6.9,576.9,11.2
2015-10-12 16:00,2.7,217.7,13,3.1,567.4,5.8
2015-10-12 17:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-12 18:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-12 19:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-12 20:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-12 21:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-12 22:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-12 23:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-13 0:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-13 1:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-13 2:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-13 3:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-13 4:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-13 5:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-13 6:00,0.8,219.3,3.7,0.8,531.9,1.6
2015-10-13 7:00,0.6,219.5,2.9,0.6,558.8,1.2
2015-10-13 8:00,2.2,219.3,10.4,2.3,590.7,4
2015-10-13 9:00,6.3,221.2,28.6,6.5,591.3,11
2015-10-13 10:00,14.5,221.1,65.9,14.9,534,28
2015-10-13 11:00,15.8,222.1,71.4,16.3,520,31.3
2015-10-13 12:00,16.1,221.8,72.7,16.5,518.7,31.9
2015-10-13 13:00,15.1,221.1,68.6,15.6,518.2,30.1
2015-10-13 14:00,13.4,220.4,60.9,13.8,535.9,25.7
2015-10-13 15:00,9.6,218.8,43.9,9.8,549.1,18
2015-10-13 16:00,5.1,217.6,23.4,5.2,551.5,9.5
2015-10-13 17:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-13 18:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-13 19:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-13 20:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-13 21:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-13 22:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-13 23:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-14 0:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-14 1:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-14 2:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-14 3:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-14 4:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-14 5:00,0.9,220.4,4.5,1,529.6,1.9
2015-10-14 6:00,0,218.8,0.4,0.1,475,0.2
2015-10-14 7:00,0.6,218.2,2.9,0.6,561.8,1.2
2015-10-14 8:00,1.9,218.7,9.1,2,588.3,3.5
2015-10-14 9:00,5.6,221.1,25.7,5.8,595.2,9.9
2015-10-14 10:00,14.3,221.2,64.9,14.7,536,27.4
2015-10-14 11:00,15.6,223,70.2,16,516.8,30.9
2015-10-14 12:00,15.9,222.1,71.7,16.3,513.2,31.9
2015-10-14 13:00,15.1,220.5,68.5,15.5,516,30
2015-10-14 14:00,12.1,220.5,55.2,12.5,534.9,23.8
2015-10-14 15:00,9.8,221.6,44.6,10.1,534,18.8
2015-10-14 16:00,5.4,220.2,24.8,5.6,550.3,10.3
2015-10-14 17:00,1.1,218.3,5.3,1.2,527.4,2.2
2015-10-14 18:00,0,219,0,0,540.9,0
2015-10-14 19:00,0,219,0,0,540.9,0
2015-10-14 20:00,0,219,0,0,540.9,0
2015-10-14 21:00,0,219,0,0,540.9,0
2015-10-14 22:00,0,219,0,0,540.9,0
2015-10-14 23:00,0,219,0,0,540.9,0
2015-10-15 0:00,0,219,0,0,540.9,0
2015-10-15 1:00,0,219,0,0,540.9,0
2015-10-15 2:00,0,219,0,0,540.9,0
2015-10-15 3:00,0,219,0,0,540.9,0
2015-10-15 4:00,0,219,0,0,540.9,0
2015-10-15 5:00,0,219,0,0,540.9,0
2015-10-15 6:00,0,219,0,0,540.9,0
2015-10-15 7:00,0.6,218.4,2.9,0.6,556.7,1.2
2015-10-15 8:00,1.9,219.1,9,2,583.7,3.4
2015-10-15 9:00,6.4,221.9,28.8,6.8,584.9,12.3
2015-10-15 10:00,12.9,221.1,57.9,13,529.4,24.4
2015-10-15 11:00,14.9,222.4,67.1,15.3,516.5,29.6
2015-10-15 12:00,15.1,223,68.1,15.6,507.9,30.6
2015-10-15 13:00,9.4,220.4,43.2,9.8,538.6,18.6
2015-10-15 14:00,12.3,223.6,55.1,12.6,530.6,23.8
2015-10-15 15:00,7.1,222,32.1,7.3,549.5,13.4
2015-10-15 16:00,4.2,219.8,19.4,4.4,543.4,8
2015-10-15 17:00,0.6,219.6,3.1,0.7,530.5,1.3
2015-10-15 18:00,0,219.1,0,0,517.8,0
2015-10-15 19:00,0,219.1,0,0,517.8,0
2015-10-15 20:00,0,219.1,0,0,517.8,0
2015-10-15 21:00,0,219.1,0,0,517.8,0
2015-10-15 22:00,0,219.1,0,0,517.8,0
2015-10-15 23:00,0,219.1,0,0,517.8,0
2015-10-16 0:00,0,219.1,0,0,517.8,0
2015-10-16 1:00,0,219.1,0,0,517.8,0
2015-10-16 2:00,0,219.1,0,0,517.8,0
2015-10-16 3:00,0,219.1,0,0,517.8,0
2015-10-16 4:00,0,219.1,0,0,517.8,0
2015-10-16 5:00,0,219.1,0,0,517.8,0
2015-10-16 6:00,0,219.8,0,0,578.3,0
2015-10-16 7:00,0.4,218.9,1.8,0.4,533.7,0.7
2015-10-16 8:00,1.1,219.2,5.3,1.2,571.2,2.1
2015-10-16 9:00,2.4,220.4,10.9,2.4,583.2,4.3
2015-10-16 10:00,4.2,221.1,19,4.3,579.4,7.4
2015-10-16 11:00,13.5,223.3,60.7,13.9,542.3,25.9
2015-10-16 12:00,14.4,221.3,65.3,14.8,518.5,28.6
2015-10-16 13:00,13.7,222.5,62,14.1,520.5,27.2
2015-10-16 14:00,10.4,220.1,46.9,10.4,539.3,19.1
2015-10-16 15:00,7.9,218.8,36.2,8.1,541.5,15
2015-10-16 16:00,3.5,219,16.3,3.6,556.6,6.5
2015-10-16 17:00,0.6,219.8,3,0.7,532,1.3
2015-10-16 18:00,0.6,219.8,3,0.7,532,1.3
2015-10-16 19:00,0.6,219.8,3,0.7,532,1.3
2015-10-16 20:00,0.6,219.8,3,0.7,532,1.3
2015-10-16 21:00,0.6,219.8,3,0.7,532,1.3
2015-10-16 22:00,0.6,219.8,3,0.7,532,1.3
2015-10-16 23:00,0.6,219.8,3,0.7,532,1.3
2015-10-17 0:00,0.6,219.8,3,0.7,532,1.3
2015-10-17 1:00,0.6,219.8,3,0.7,532,1.3
2015-10-17 2:00,0.6,219.8,3,0.7,532,1.3
2015-10-17 3:00,0.6,219.8,3,0.7,532,1.3
2015-10-17 4:00,0.6,219.8,3,0.7,532,1.3
2015-10-17 5:00,0.6,219.8,3,0.7,532,1.3
2015-10-17 6:00,0.6,219.8,3,0.7,532,1.3
2015-10-17 7:00,0.4,219.4,2,0.4,542.7,0.8
2015-10-17 8:00,1.3,219.2,6.2,1.4,575.2,2.4
2015-10-17 9:00,2.9,220.8,13,2.9,584.5,5.1
2015-10-17 10:00,6,222.2,27.3,6.2,580.7,10.8
2015-10-17 11:00,14.9,224.1,66.6,15.3,525,29.2
2015-10-17 12:00,15.1,223.2,67.8,15.5,509.8,30.4
2015-10-17 13:00,14,221.5,63.3,14.3,512.5,28.1
2015-10-17 14:00,11.9,222.3,53.8,12.2,522.6,23.5
2015-10-17 15:00,8.5,221.3,38.5,8.7,532.2,16.4
2015-10-17 16:00,4.6,219.7,21.2,4.8,541.4,8.9
2015-10-17 17:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-17 18:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-17 19:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-17 20:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-17 21:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-17 22:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-17 23:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-18 0:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-18 1:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-18 2:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-18 3:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-18 4:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-18 5:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-18 6:00,0.7,219.4,3.4,0.8,527,1.5
2015-10-18 7:00,0.3,219.8,1.6,0.3,530.1,0.6
2015-10-18 8:00,1.3,220.8,6.1,1.4,571.4,2.4
2015-10-18 9:00,2.9,221.7,13.3,3,581.7,5.2
2015-10-18 10:00,10.2,221.7,46.2,10.5,572,18.5
2015-10-18 11:00,15.4,224.4,68.9,15.8,519.2,30.5
2015-10-18 12:00,15.6,224.6,69.5,16,510.3,31.6
2015-10-18 13:00,14.6,222.8,65.6,15,513.5,29.2
2015-10-18 14:00,11.9,221.7,53.7,12.2,527.9,23.2
2015-10-18 15:00,8,220.1,36.7,8.3,543,15.4
2015-10-18 16:00,4.3,218.5,19.8,4.4,549.5,8.1
2015-10-18 17:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-18 18:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-18 19:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-18 20:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-18 21:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-18 22:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-18 23:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-19 0:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-19 1:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-19 2:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-19 3:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-19 4:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-19 5:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-19 6:00,0.6,219.1,3.1,0.7,535.5,1.3
2015-10-19 7:00,0.2,219,1.3,0.3,544.6,0.6
2015-10-19 8:00,1.2,219,5.8,1.3,576,2.3
2015-10-19 9:00,3.2,220.4,14.8,3.3,586.6,5.7
2015-10-19 10:00,10.8,222.4,48.7,11.1,560.9,19.8
2015-10-19 11:00,13.5,223.1,61,13.9,529.7,26.4
2015-10-19 12:00,13.8,221.6,62.3,14.1,517.1,27.4
